"","gene_symbol","ave.exp","cluster","condition"
"449","Dnm3",1.88997192486189,"Oligodendrocytes","5X"
"450","Ptgds",3.71432806108216,"Oligodendrocytes","5X"
"451","Fnbp1",2.51182501782408,"Oligodendrocytes","5X"
"452","Lrp1b",2.52509803297647,"Oligodendrocytes","5X"
"453","Zeb2",2.71475983875458,"Oligodendrocytes","5X"
"454","Gatm",2.8321280921972,"Oligodendrocytes","5X"
"455","Mal",2.97420575324216,"Oligodendrocytes","5X"
"456","Rbm39",1.82275998060073,"Oligodendrocytes","5X"
"457","Plp1",5.12745641871293,"Oligodendrocytes","5X"
"458","Gpm6b",2.71057568896888,"Oligodendrocytes","5X"
"459","Car2",2.60424160677134,"Oligodendrocytes","5X"
"460","Cldn11",3.16389727396905,"Oligodendrocytes","5X"
"461","Pex5l",2.90074006108183,"Oligodendrocytes","5X"
"462","Rnf13",1.76478901051927,"Oligodendrocytes","5X"
"463","Syt11",1.93145905789986,"Oligodendrocytes","5X"
"464","Tspan2",1.76870208408285,"Oligodendrocytes","5X"
"465","Ugt8a",1.89338425821892,"Oligodendrocytes","5X"
"466","Ank2",3.06465617484488,"Oligodendrocytes","5X"
"467","Ttll7",2.51870220802818,"Oligodendrocytes","5X"
"468","Pnisr",1.84279899236289,"Oligodendrocytes","5X"
"469","Ptprd",3.46262497339103,"Oligodendrocytes","5X"
"470","Slc24a2",2.69634529173413,"Oligodendrocytes","5X"
"471","Pde4b",3.00385978976326,"Oligodendrocytes","5X"
"472","Atp6v0b",1.77133642871061,"Oligodendrocytes","5X"
"473","Rsrp1",2.77494441983054,"Oligodendrocytes","5X"
"474","Kif1b",1.90952293521032,"Oligodendrocytes","5X"
"475","Magi2",1.94870812441941,"Oligodendrocytes","5X"
"476","Atp8a1",1.87585039076506,"Oligodendrocytes","5X"
"477","Gjc3",2.70313000432396,"Oligodendrocytes","5X"
"478","Luc7l2",2.45556954945205,"Oligodendrocytes","5X"
"479","Hnrnpa2b1",1.78401988165574,"Oligodendrocytes","5X"
"480","Mat2a",1.84694859327484,"Oligodendrocytes","5X"
"481","Wnk1",1.77577090574236,"Oligodendrocytes","5X"
"482","Apoe",1.82599777277306,"Oligodendrocytes","5X"
"483","Aplp1",3.31482390494017,"Oligodendrocytes","5X"
"484","Mag",3.08684360727506,"Oligodendrocytes","5X"
"485","Snrnp70",1.91661022910998,"Oligodendrocytes","5X"
"486","Kctd13",2.35290556488743,"Oligodendrocytes","5X"
"487","Fus",1.81280340380192,"Oligodendrocytes","5X"
"488","C030029H02Rik",1.76694012258028,"Oligodendrocytes","5X"
"489","Cd81",1.85387365083035,"Oligodendrocytes","5X"
"490","Map7",2.50721880932901,"Oligodendrocytes","5X"
"491","Nkain2",1.87210263417578,"Oligodendrocytes","5X"
"492","Ank3",1.88792184109638,"Oligodendrocytes","5X"
"493","Gnao1",1.79578650511908,"Oligodendrocytes","5X"
"494","Ankrd28",1.76888498040389,"Oligodendrocytes","5X"
"495","Zdhhc20",1.77594563552728,"Oligodendrocytes","5X"
"496","Kif13b",1.79862190595463,"Oligodendrocytes","5X"
"497","Itm2b",1.81141795739753,"Oligodendrocytes","5X"
"498","Pcdh9",2.6968450922065,"Oligodendrocytes","5X"
"499","Mbnl2",1.90106998490682,"Oligodendrocytes","5X"
"500","Sept7",2.72210743243223,"Oligodendrocytes","5X"
"501","Ncam1",1.88779892298188,"Oligodendrocytes","5X"
"502","Tmod2",1.78728268453636,"Oligodendrocytes","5X"
"503","Clasp2",2.55042348768712,"Oligodendrocytes","5X"
"504","Mobp",1.92597140660119,"Oligodendrocytes","5X"
"505","Rtn4",2.69805564685473,"Oligodendrocytes","5X"
"506","Aspa",2.68435087277229,"Oligodendrocytes","5X"
"507","Sept4",2.7236106310428,"Oligodendrocytes","5X"
"508","Mapt",3.11006666379216,"Oligodendrocytes","5X"
"509","Ddx5",1.75887345178764,"Oligodendrocytes","5X"
"510","Aatk",1.88845227160483,"Oligodendrocytes","5X"
"511","Edil3",3.11078740550262,"Oligodendrocytes","5X"
"512","Mast4",2.82646768585492,"Oligodendrocytes","5X"
"513","Plekhh1",1.7699025950169,"Oligodendrocytes","5X"
"514","Meg3",2.63800296455207,"Oligodendrocytes","5X"
"515","Enpp2",3.2555461025196,"Oligodendrocytes","5X"
"516","Kif21a",1.75728978953684,"Oligodendrocytes","5X"
"517","Litaf",1.77780997061619,"Oligodendrocytes","5X"
"518","Apod",2.82627634095602,"Oligodendrocytes","5X"
"519","App",3.26958596263142,"Oligodendrocytes","5X"
"520","Son",1.93429214035376,"Oligodendrocytes","5X"
"521","Tulp4",1.82301313307873,"Oligodendrocytes","5X"
"522","Qk",2.73079604430595,"Oligodendrocytes","5X"
"523","Srrm2",1.77788720906544,"Oligodendrocytes","5X"
"524","Mog",2.87923752963052,"Oligodendrocytes","5X"
"525","Gm26917",1.9834234091502,"Oligodendrocytes","5X"
"526","Gm42418",3.71212844338939,"Oligodendrocytes","5X"
"527","Tubb4a",2.56171745787771,"Oligodendrocytes","5X"
"528","Mbp",4.37821843974565,"Oligodendrocytes","5X"
"529","Malat1",6.69603106510776,"Oligodendrocytes","5X"
"530","Neat1",3.51133760571547,"Oligodendrocytes","5X"
"531","Fth1",1.88350623951312,"Oligodendrocytes","5X"
"532","Cdc37l1",2.91740657351346,"Oligodendrocytes","5X"
"533","Scd2",3.01996950777274,"Oligodendrocytes","5X"
"534","Atp1a2",3.0018161310963,"Endothelial.cells","5X"
"535","Ptgds",2.76764608773165,"Endothelial.cells","5X"
"536","Cst3",2.16684559983675,"Endothelial.cells","5X"
"537","Rbm39",2.52539874124691,"Endothelial.cells","5X"
"538","Snhg11",2.63773846216196,"Endothelial.cells","5X"
"539","Ank2",1.83612176787972,"Endothelial.cells","5X"
"540","Sparcl1",1.9444054944531,"Endothelial.cells","5X"
"541","Actb",1.89011794978918,"Endothelial.cells","5X"
"542","Ptn",2.1484220352917,"Endothelial.cells","5X"
"543","Luc7l2",1.87004530286299,"Endothelial.cells","5X"
"544","Apoe",1.82495563729669,"Endothelial.cells","5X"
"545","Fus",2.36669893375614,"Endothelial.cells","5X"
"546","Itm2b",2.60473456047259,"Endothelial.cells","5X"
"547","Sptbn1",2.35741344733047,"Endothelial.cells","5X"
"548","Ddx5",2.15461930867868,"Endothelial.cells","5X"
"549","Laptm4a",1.82516097425742,"Endothelial.cells","5X"
"550","Meg3",2.75387792293723,"Endothelial.cells","5X"
"551","Slc38a2",1.77081149057111,"Endothelial.cells","5X"
"552","Apod",1.82784616696263,"Endothelial.cells","5X"
"553","Zbtb20",1.85312137238975,"Endothelial.cells","5X"
"554","App",1.89450924225397,"Endothelial.cells","5X"
"555","Son",2.6040404610062,"Endothelial.cells","5X"
"556","Gm26917",1.78785767169985,"Endothelial.cells","5X"
"557","Gm42418",3.82161328307918,"Endothelial.cells","5X"
"558","Tcf4",1.76195935530751,"Endothelial.cells","5X"
"559","Malat1",6.4249614355353,"Endothelial.cells","5X"
"560","mt-Co1",2.18210259650953,"Endothelial.cells","5X"
"561","mt-Co2",1.97669577490074,"Endothelial.cells","5X"
"562","mt-Atp8",1.78394269903026,"Endothelial.cells","5X"
"563","mt-Co3",2.08166544059873,"Endothelial.cells","5X"
"564","mt-Cytb",1.91179617957424,"Endothelial.cells","5X"
"565","Map2",2.19803506664736,"OPCs","5X"
"566","Serpine2",3.01561775496043,"OPCs","5X"
"567","Gpr37l1",2.11865680606608,"OPCs","5X"
"568","Tnr",3.23058698988966,"OPCs","5X"
"569","Atp1a2",2.2593612591368,"OPCs","5X"
"570","Lrp1b",2.63680657895309,"OPCs","5X"
"571","Rbm39",2.37145457065766,"OPCs","5X"
"572","Snhg11",2.24767450640436,"OPCs","5X"
"573","Matn4",2.26918239893952,"OPCs","5X"
"574","Pcsk1n",2.15299891146616,"OPCs","5X"
"575","Ogt",1.8131949791861,"OPCs","5X"
"576","Gpm6b",2.35512236687464,"OPCs","5X"
"577","Ttc14",1.80580646568533,"OPCs","5X"
"578","Gria2",3.04928300694834,"OPCs","5X"
"579","Bcan",2.81560707585647,"OPCs","5X"
"580","Gm3764",2.31280856223995,"OPCs","5X"
"581","Syt11",2.21254268805297,"OPCs","5X"
"582","Srsf11",2.05763312046224,"OPCs","5X"
"583","Pnisr",2.35364870614838,"OPCs","5X"
"584","Atp6v0b",2.20924773409035,"OPCs","5X"
"585","Sfpq",1.96549148583162,"OPCs","5X"
"586","Rsrp1",2.10221509930877,"OPCs","5X"
"587","Lhfpl3",3.23245497383545,"OPCs","5X"
"588","Pdgfra",3.1718102133162,"OPCs","5X"
"589","Sparcl1",2.60484080137724,"OPCs","5X"
"590","Gjc3",2.54798892414908,"OPCs","5X"
"591","Nxph1",2.01209556323965,"OPCs","5X"
"592","Ptprz1",3.88977001411675,"OPCs","5X"
"593","Ptn",2.43928852078181,"OPCs","5X"
"594","Luc7l2",2.15571460762778,"OPCs","5X"
"595","Tra2a",2.02820560014122,"OPCs","5X"
"596","Hnrnpa2b1",2.30055216780627,"OPCs","5X"
"597","Tia1",1.84637443043695,"OPCs","5X"
"598","Cd9",2.24450028747203,"OPCs","5X"
"599","Apoe",2.88183388641535,"OPCs","5X"
"600","Snrnp70",2.48538416870224,"OPCs","5X"
"601","Luzp2",2.33081749782954,"OPCs","5X"
"602","Fchsd2",2.04138405253061,"OPCs","5X"
"603","Sox6",2.14882614930737,"OPCs","5X"
"604","Xylt1",2.15698062883912,"OPCs","5X"
"605","Fus",2.18503460258701,"OPCs","5X"
"606","Cd81",2.63932082472578,"OPCs","5X"
"607","Kcnq1ot1",2.31240666643387,"OPCs","5X"
"608","Rev3l",2.1309516334973,"OPCs","5X"
"609","Slc35f1",1.90207129032862,"OPCs","5X"
"610","Psap",2.20485921358116,"OPCs","5X"
"611","Pcdh15",2.77449384881917,"OPCs","5X"
"612","Anks1b",2.40729000005886,"OPCs","5X"
"613","Lrp1",2.14884842629036,"OPCs","5X"
"614","Csmd1",2.32416372028954,"OPCs","5X"
"615","Gpm6a",2.08349680052199,"OPCs","5X"
"616","Ankrd11",2.0984126806582,"OPCs","5X"
"617","Slc22a17",2.4896339334104,"OPCs","5X"
"618","Itm2b",2.21685474726995,"OPCs","5X"
"619","Pcdh9",1.98119899151417,"OPCs","5X"
"620","Opcml",2.93705223771586,"OPCs","5X"
"621","Ncam1",2.48638786309774,"OPCs","5X"
"622","Cspg4",2.25452003960714,"OPCs","5X"
"623","Cspg5",3.24027700263829,"OPCs","5X"
